Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,0.96,1.0,0.010000000000000007,1.04,0.96
3,1.61,1.74,0.010000000000000007,1.39,1.61
100,49.06,48.06,0.2427,50.94,49.06
200,99.29,91.06,0.4574999999999999,100.71,99.29
2000,997.12,894.7,4.4712,1002.88,997.12
10000,4978.91,4306.26,21.531499999999998,5021.09,4978.91
20000,9965.23,7341.17,36.70719999999999,10034.77,9965.23
40000,19919.84,14936.23,74.68110000000001,20080.16,19919.84
60000,29903.87,17701.61,88.5074,30096.13,29903.87
80000,39862.62,24588.19,122.93990000000005,40137.38,39862.62
100000,49855.23,29973.52,149.86650000000006,50144.77,49855.23
