Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2,2,0.01,0,2
3,1,3,3,0.02,0,3
100,1,90,50,0.25,10,90
200,1,180,2,0.01,20,180
2000,1,1776,1,0.01,224,1776
10000,1,8964,9995,49.98,1036,8964
20000,1,17904,19999,99.99,2096,17904
40000,1,36009,2,0.01,3991,36009
60000,1,53905,30000,150.0,6095,53905
80000,1,71547,79998,399.99,8453,71547
100000,1,89629,99995,499.97,10371,89629
2,2,2,2,0.01,0,2
3,2,3,3,0.02,0,3
100,2,91,50,0.25,9,91
200,2,192,100,0.5,8,192
2000,2,1784,2,0.01,216,1784
10000,2,8990,5000,25.0,1010,8990
20000,2,18014,10000,50.0,1986,18014
40000,2,35949,4,0.02,4051,35949
60000,2,53721,30000,150.0,6279,53721
80000,2,71787,40000,200.0,8213,71787
100000,2,89598,99999,499.99,10402,89598
2,3,2,2,0.01,0,2
3,3,3,3,0.02,0,3
100,3,88,50,0.25,12,88
200,3,187,100,0.5,13,187
2000,3,1821,2,0.01,179,1821
10000,3,8981,5000,25.0,1019,8981
20000,3,18043,3,0.02,1957,18043
40000,3,36020,4,0.02,3980,36020
60000,3,53829,30000,150.0,6171,53829
80000,3,71976,7,0.04,8024,71976
100000,3,89676,50000,250.0,10324,89676
2,4,2,2,0.01,0,2
3,4,3,3,0.02,0,3
100,4,91,50,0.25,9,91
200,4,179,100,0.5,21,179
2000,4,1813,1,0.01,187,1813
10000,4,8995,3,0.02,1005,8995
20000,4,17945,4,0.02,2055,17945
40000,4,36026,1,0.01,3974,36026
60000,4,53893,30000,150.0,6107,53893
80000,4,71855,40000,200.0,8145,71855
100000,4,89743,50000,250.0,10257,89743
2,5,1,2,0.01,1,1
3,5,2,3,0.02,1,2
100,5,90,2,0.01,10,90
200,5,187,100,0.5,13,187
2000,5,1789,1000,5.0,211,1789
10000,5,9015,5,0.03,985,9015
20000,5,17958,19997,99.98,2042,17958
40000,5,35833,39994,199.97,4167,35833
60000,5,53642,59998,299.99,6358,53642
80000,5,71528,79999,399.99,8472,71528
100000,5,89559,99997,499.98,10441,89559
2,6,1,2,0.01,1,1
3,6,3,3,0.02,0,3
100,6,90,50,0.25,10,90
200,6,182,100,0.5,18,182
2000,6,1794,1000,5.0,206,1794
10000,6,8987,9999,50.0,1013,8987
20000,6,17896,19998,99.99,2104,17896
40000,6,35811,39998,199.99,4189,35811
60000,6,53668,59996,299.98,6332,53668
80000,6,72000,2,0.01,8000,72000
100000,6,90095,1,0.01,9905,90095
2,7,1,2,0.01,1,1
3,7,3,3,0.02,0,3
100,7,92,99,0.5,8,92
200,7,186,100,0.5,14,186
2000,7,1826,1000,5.0,174,1826
10000,7,8986,1,0.01,1014,8986
20000,7,17964,10000,50.0,2036,17964
40000,7,35711,39999,199.99,4289,35711
60000,7,54120,5,0.03,5880,54120
80000,7,71584,79997,399.98,8416,71584
100000,7,89730,50000,250.0,10270,89730
2,8,1,2,0.01,1,1
3,8,3,3,0.02,0,3
100,8,91,50,0.25,9,91
200,8,175,1,0.01,25,175
2000,8,1808,4,0.02,192,1808
10000,8,8958,9997,49.99,1042,8958
20000,8,18021,6,0.03,1979,18021
40000,8,35968,20000,100.0,4032,35968
60000,8,53707,59994,299.97,6293,53707
80000,8,71692,40000,200.0,8308,71692
100000,8,89443,99993,499.96,10557,89443
2,9,2,2,0.01,0,2
3,9,3,3,0.02,0,3
100,9,95,50,0.25,5,95
200,9,179,1,0.01,21,179
2000,9,1777,1997,9.99,223,1777
10000,9,8995,5,0.03,1005,8995
20000,9,18005,4,0.02,1995,18005
40000,9,35593,39998,199.99,4407,35593
60000,9,53907,30000,150.0,6093,53907
80000,9,71913,1,0.01,8087,71913
100000,9,89482,99998,499.99,10518,89482
2,10,1,2,0.01,1,1
3,10,3,3,0.02,0,3
100,10,89,99,0.5,11,89
200,10,177,100,0.5,23,177
