Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.52,2.0,0.19999999999999962,0.48,1.52
3,2.39,3.0,0.3000000000000005,0.61,2.39
100,79.49,100.0,10.0,20.51,79.49
200,159.85,200.0,20.0,40.15,159.85
2000,1601.78,2000.0,200.0,398.22,1601.78
10000,7998.47,10000.0,1000.0,2001.53,7998.47
20000,16011.64,20000.0,2000.0,3988.36,16011.64
40000,31996.06,40000.0,4000.0,8003.94,31996.06
60000,48020.93,60000.0,6000.0,11979.07,48020.93
80000,64009.65,80000.0,8000.0,15990.35,64009.65
100000,80015.57,100000.0,10000.0,19984.43,80015.57
