Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.81,1.0,0.010000000000000007,0.19,1.81
3,2.7,1.07,0.010000000000000007,0.3,2.7
100,90.06,50.16,0.25330000000000014,9.94,90.06
200,179.96,99.46,0.4995999999999999,20.04,179.96
2000,1794.61,949.03,4.742899999999998,205.39,1794.61
10000,8974.55,4180.65,20.90339999999999,1025.45,8974.55
20000,17950.85,8020.91,40.10550000000001,2049.15,17950.85
40000,35925.25,13672.58,68.3646,4074.75,35925.25
60000,53920.7,17832.97,89.16470000000001,6079.3,53920.7
80000,71886.37,22538.38,112.69030000000004,8113.63,71886.37
100000,89874.45,25305.96,126.52770000000004,10125.55,89874.45
