Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.74,0.13,0.013000000000000001,0.26,1.74
3,2.67,0.1,0.01,0.33,2.67
100,88.42,11.91,1.191,11.58,88.42
200,178.01,20.35,2.035,21.99,178.01
2000,1791.94,81.68,8.168000000000001,208.06,1791.94
10000,8968.21,270.57,27.056999999999988,1031.79,8968.21
20000,17943.74,535.48,53.548,2056.26,17943.74
40000,35892.74,1031.32,103.13200000000002,4107.26,35892.74
60000,53849.33,1525.05,152.50500000000002,6150.67,53849.33
80000,71800.97,2043.86,204.38599999999994,8199.03,71800.97
100000,89722.97,2525.21,252.52099999999996,10277.03,89722.97
