Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.78,1.0,0.010000000000000007,0.22,1.78
3,2.65,1.88,0.010000000000000007,0.35,2.65
100,90.04,52.24,0.2634,9.96,90.04
200,179.66,104.12,0.523,20.34,179.66
2000,1795.6,906.67,4.531299999999999,204.4,1795.6
10000,8979.72,4006.77,20.03410000000001,1020.28,8979.72
20000,17962.92,7271.85,36.35889999999999,2037.08,17962.92
40000,35943.59,13784.39,68.9234,4056.41,35943.59
60000,53908.26,18237.45,91.18619999999997,6091.74,53908.26
80000,71885.34,23150.93,115.7528,8114.66,71885.34
100000,89865.01,27348.06,136.7380000000001,10134.99,89865.01
