Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.86,0.0,0.0,0.14,1.86
3,2.65,0.0,0.0,0.35,2.65
100,85.94,39.3,3.93,14.06,85.94
200,173.23,74.47,7.446999999999999,26.77,173.23
2000,1733.56,650.89,65.089,266.44,1733.56
10000,8548.42,4500.15,450.0150000000001,1451.58,8548.42
20000,17245.01,7500.74,750.074,2754.99,17245.01
40000,34776.39,12201.21,1220.121,5223.61,34776.39
60000,51924.22,20700.79,2070.0789999999997,8075.78,51924.22
80000,68993.91,30000.81,3000.081,11006.09,68993.91
100000,87059.31,29501.39,2950.138999999999,12940.69,87059.31
