Timestep,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,1,0.01,1,1
3,1,3,2,0.01,0,3
100,1,91,61,0.31,9,91
200,1,178,198,0.99,22,178
2000,1,1806,820,4.1,194,1806
10000,1,9003,3550,17.75,997,9003
20000,1,17944,7006,35.03,2056,17944
40000,1,35955,4917,24.58,4045,35955
60000,1,54077,12542,62.71,5923,54077
80000,1,71779,12804,64.02,8221,71779
100000,1,89857,9296,46.48,10143,89857
2,2,2,1,0.01,0,2
3,2,3,2,0.01,0,3
100,2,95,94,0.47,5,95
200,2,181,142,0.71,19,181
2000,2,1811,761,3.8,189,1811
10000,2,8982,4577,22.88,1018,8982
20000,2,17930,9014,45.07,2070,17930
40000,2,35977,5522,27.61,4023,35977
60000,2,53905,7552,37.76,6095,53905
80000,2,71951,21368,106.84,8049,71951
100000,2,89948,15833,79.17,10052,89948
2,3,1,1,0.01,1,1
3,3,3,2,0.01,0,3
100,3,92,25,0.13,8,92
200,3,177,96,0.48,23,177
2000,3,1788,707,3.53,212,1788
10000,3,9010,3748,18.74,990,9010
20000,3,17963,3429,17.15,2037,17963
40000,3,35877,17021,85.1,4123,35877
60000,3,53995,15626,78.13,6005,53995
80000,3,72008,25683,128.41,7992,72008
100000,3,89904,14430,72.15,10096,89904
2,4,1,1,0.01,1,1
3,4,2,1,0.01,1,2
100,4,90,76,0.38,10,90
200,4,177,92,0.46,23,177
2000,4,1808,1093,5.46,192,1808
10000,4,9013,2660,13.3,987,9013
20000,4,18011,5241,26.2,1989,18011
40000,4,35942,6350,31.75,4058,35942
60000,4,53870,25999,129.99,6130,53870
80000,4,72077,4454,22.27,7923,72077
100000,4,89683,24701,123.5,10317,89683
2,5,2,1,0.01,0,2
3,5,3,2,0.01,0,3
100,5,87,78,0.39,13,87
200,5,183,41,0.21,17,183
2000,5,1807,529,2.64,193,1807
10000,5,8945,7058,35.29,1055,8945
20000,5,17954,9157,45.79,2046,17954
40000,5,35921,7035,35.17,4079,35921
60000,5,53980,15090,75.45,6020,53980
80000,5,72019,9837,49.19,7981,72019
100000,5,89833,36272,181.36,10167,89833
2,6,1,1,0.01,1,1
3,6,2,1,0.01,1,2
100,6,90,63,0.32,10,90
200,6,172,103,0.52,28,172
2000,6,1808,513,2.56,192,1808
10000,6,8998,3445,17.23,1002,8998
20000,6,17949,5270,26.35,2051,17949
40000,6,35951,10998,54.99,4049,35951
60000,6,54039,12057,60.29,5961,54039
80000,6,71775,25482,127.41,8225,71775
100000,6,90020,5569,27.84,9980,90020
2,7,1,1,0.01,1,1
3,7,3,2,0.01,0,3
100,7,95,94,0.47,5,95
200,7,173,158,0.79,27,173
2000,7,1811,717,3.58,189,1811
10000,7,9010,2982,14.91,990,9010
20000,7,17985,4373,21.86,2015,17985
40000,7,36059,17589,87.94,3941,36059
60000,7,53979,5355,26.77,6021,53979
80000,7,71953,11194,55.97,8047,71953
100000,7,89910,17372,86.86,10090,89910
2,8,2,1,0.01,0,2
3,8,2,2,0.01,1,2
100,8,90,66,0.33,10,90
200,8,178,22,0.11,22,178
2000,8,1755,652,3.26,245,1755
10000,8,9008,5476,27.38,992,9008
20000,8,17953,10768,53.84,2047,17953
40000,8,35856,9765,48.83,4144,35856
60000,8,54060,10676,53.38,5940,54060
80000,8,71829,9182,45.91,8171,71829
100000,8,89911,20698,103.49,10089,89911
2,9,2,1,0.01,0,2
3,9,3,2,0.01,0,3
100,9,91,45,0.23,9,91
200,9,178,114,0.57,22,178
2000,9,1780,872,4.36,220,1780
10000,9,9001,4647,23.23,999,9001
20000,9,18028,5233,26.16,1972,18028
40000,9,35975,8091,40.46,4025,35975
60000,9,54141,11285,56.43,5859,54141
80000,9,71794,20811,104.05,8206,71794
100000,9,89949,19542,97.71,10051,89949
2,10,2,1,0.01,0,2
3,10,3,2,0.01,0,3
100,10,80,40,0.2,20,80
200,10,181,122,0.61,19,181
2000,10,1796,820,4.1,204,1796
10000,10,8955,5750,28.75,1045,8955
20000,10,17873,5508,27.54,2127,17873
40000,10,35962,16075,80.37,4038,35962
60000,10,53872,4431,22.15,6128,53872
80000,10,71948,19530,97.65,8052,71948
100000,10,89883,13565,67.83,10117,89883
2,11,2,1,0.01,0,2
3,11,2,1,0.01,1,2
100,11,94,85,0.43,6,94
200,11,178,56,0.28,22,178
2000,11,1805,1177,5.88,195,1805
10000,11,8960,2712,13.56,1040,8960
20000,11,18072,3268,16.34,1928,18072
40000,11,35982,16558,82.79,4018,35982
60000,11,53939,18633,93.16,6061,53939
80000,11,71842,6268,31.34,8158,71842
100000,11,89868,9288,46.44,10132,89868
2,12,2,1,0.01,0,2
3,12,3,2,0.01,0,3
100,12,87,21,0.11,13,87
200,12,185,146,0.73,15,185
2000,12,1794,837,4.18,206,1794
10000,12,8954,4871,24.35,1046,8954
20000,12,18033,4787,23.93,1967,18033
40000,12,35993,10432,52.16,4007,35993
60000,12,53954,5738,28.69,6046,53954
80000,12,71921,8213,41.07,8079,71921
100000,12,89957,38055,190.27,10043,89957
2,13,2,1,0.01,0,2
3,13,3,2,0.01,0,3
100,13,94,60,0.3,6,94
200,13,181,96,0.48,19,181
2000,13,1807,987,4.93,193,1807
10000,13,8992,5608,28.04,1008,8992
20000,13,18019,5146,25.73,1981,18019
40000,13,35962,12028,60.14,4038,35962
60000,13,53955,14034,70.17,6045,53955
80000,13,71924,24669,123.34,8076,71924
100000,13,89851,19852,99.26,10149,89851
2,14,2,1,0.01,0,2
3,14,2,2,0.01,1,2
100,14,92,2,0.01,8,92
200,14,180,88,0.44,20,180
2000,14,1781,653,3.26,219,1781
10000,14,8947,2127,10.64,1053,8947
20000,14,17940,10345,51.73,2060,17940
40000,14,35945,10888,54.44,4055,35945
60000,14,53893,15778,78.89,6107,53893
80000,14,71916,11639,58.2,8084,71916
100000,14,90052,9258,46.29,9948,90052
2,15,1,1,0.01,1,1
3,15,2,2,0.01,1,2
100,15,90,54,0.27,10,90
200,15,179,109,0.55,21,179
2000,15,1779,1174,5.87,221,1779
10000,15,9005,4795,23.97,995,9005
20000,15,17914,12920,64.6,2086,17914
40000,15,36049,13999,70.0,3951,36049
60000,15,53955,14630,73.15,6045,53955
80000,15,72015,7065,35.32,7985,72015
100000,15,89831,15386,76.93,10169,89831
2,16,0,1,0.01,2,0
3,16,1,1,0.01,2,1
100,16,92,71,0.36,8,92
200,16,184,71,0.36,16,184
2000,16,1793,798,3.99,207,1793
10000,16,8974,4849,24.24,1026,8974
20000,16,17996,4885,24.42,2004,17996
40000,16,36083,4976,24.88,3917,36083
60000,16,53967,10616,53.08,6033,53967
80000,16,71906,18161,90.8,8094,71906
100000,16,89877,26588,132.94,10123,89877
2,17,2,1,0.01,0,2
3,17,3,2,0.01,0,3
100,17,95,57,0.29,5,95
200,17,179,132,0.66,21,179
2000,17,1802,1620,8.1,198,1802
10000,17,8978,650,3.25,1022,8978
20000,17,17912,8205,41.03,2088,17912
40000,17,36006,6426,32.13,3994,36006
60000,17,53752,20234,101.17,6248,53752
80000,17,72051,15953,79.76,7949,72051
100000,17,90006,22291,111.45,9994,90006
2,18,2,1,0.01,0,2
3,18,2,1,0.01,1,2
100,18,92,30,0.15,8,92
200,18,173,149,0.75,27,173
2000,18,1794,444,2.22,206,1794
10000,18,8982,3569,17.85,1018,8982
20000,18,17916,14274,71.37,2084,17916
40000,18,35979,11066,55.33,4021,35979
60000,18,54084,20728,103.64,5916,54084
80000,18,72082,12142,60.71,7918,72082
100000,18,89896,30089,150.44,10104,89896
2,19,2,1,0.01,0,2
3,19,3,2,0.01,0,3
100,19,91,52,0.26,9,91
200,19,177,115,0.58,23,177
2000,19,1781,1043,5.21,219,1781
10000,19,9010,2452,12.26,990,9010
20000,19,17925,4836,24.18,2075,17925
40000,19,35935,13629,68.15,4065,35935
60000,19,53805,18189,90.94,6195,53805
80000,19,71913,13451,67.26,8087,71913
100000,19,90055,13954,69.77,9945,90055
2,20,2,1,0.01,0,2
3,20,3,2,0.01,0,3
100,20,87,98,0.49,13,87
200,20,176,94,0.47,24,176
2000,20,1785,783,3.91,215,1785
10000,20,8983,5516,27.58,1017,8983
20000,20,17951,4514,22.57,2049,17951
40000,20,35889,10951,54.76,4111,35889
60000,20,53924,17001,85.0,6076,53924
80000,20,71773,23808,119.04,8227,71773
