Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,2.0641972908472765,1,0.1,1,1
3,1,2.7019782119664053,1,0.1,2,1
100,1,86.3170875920973,38,3.8,49,51
200,1,166.8569593516416,78,7.8,100,100
2000,1,1739.960899650953,505,50.5,1001,999
2,2,2.545120889961863,1,0.1,0,2
3,2,3.0124681425595545,1,0.1,0,3
100,2,89.67185745783782,43,4.3,44,56
200,2,170.9106390122495,114,11.4,97,103
2000,2,1743.5541304578271,524,52.4,1007,993
2,3,1.665037772327549,1,0.1,1,1
3,3,1.71457858110587,1,0.1,3,0
100,3,83.46952614963443,40,4.0,53,47
200,3,175.44689629348906,109,10.9,105,95
2000,3,1774.2254871223479,658,65.8,941,1059
2,4,2.2532342900012248,1,0.1,0,2
3,4,1.851941782067166,1,0.1,3,0
100,4,90.04491916689246,55,5.5,44,56
200,4,172.7963009384375,122,12.2,94,106
2000,4,1719.2241116425269,800,80.0,996,1004
2,5,1.7236049381550194,1,0.1,1,1
3,5,2.5735477356691625,1,0.1,2,1
100,5,88.58756849647651,60,6.0,50,50
200,5,170.65723679987198,114,11.4,97,103
2000,5,1732.615746437334,553,55.3,999,1001
2,6,1.0404495600901316,1,0.1,2,0
3,6,2.5869609916907708,1,0.1,2,1
100,6,89.56378929047744,38,3.8,46,54
200,6,171.56492051001683,104,10.4,92,108
2000,6,1770.3096993532552,467,46.7,964,1036
2,7,2.301662324399287,1,0.1,0,2
3,7,3.0909820539288253,1,0.1,0,3
100,7,83.90953277182588,37,3.7,53,47
200,7,171.81958212195588,100,10.0,95,105
2000,7,1739.995679162515,497,49.7,1019,981
2,8,1.3230459567654156,1,0.1,2,0
3,8,2.4535760475648516,1,0.1,2,1
100,8,84.96397610680648,39,3.9,47,53
200,8,169.41576204507868,62,6.2,103,97
2000,8,1744.618157848969,557,55.7,981,1019
2,9,1.2830224705902742,1,0.1,2,0
3,9,3.7618130177669546,1,0.1,0,3
100,9,81.501491286286,45,4.5,54,46
200,9,166.52253073206555,87,8.7,105,95
2000,9,1741.839673252496,393,39.3,1008,992
2,10,1.998137851592467,1,0.1,0,2
3,10,1.540564223129199,1,0.1,3,0
100,10,82.63325996348715,49,4.9,56,44
200,10,165.58620087783703,106,10.6,109,91
2000,10,1729.8227455158183,594,59.4,1035,965
2,11,2.029194861477203,1,0.1,0,2
3,11,2.2895955543372972,1,0.1,2,1
100,11,87.04606179932924,63,6.3,42,58
200,11,175.77658337141605,94,9.4,97,103
2000,11,1745.3094026773285,430,43.0,1003,997
2,12,1.9552323980799424,1,0.1,0,2
3,12,2.403945125413971,1,0.1,3,0
100,12,86.1369417308175,44,4.4,48,52
200,12,176.2630522497703,66,6.6,86,114
2000,12,1753.9958534529562,488,48.8,976,1024
2,13,1.7391276869513386,1,0.1,1,1
3,13,3.073342200160365,1,0.1,2,1
100,13,86.34436892499737,37,3.7,51,49
200,13,175.89472566189426,116,11.6,96,104
2000,13,1720.8699046546772,461,46.1,1058,942
2,14,2.082826767766437,1,0.1,0,2
3,14,2.521122767574947,1,0.1,2,1
100,14,88.71673352424816,59,5.9,42,58
200,14,173.26346107500416,121,12.1,94,106
2000,14,1754.1366033230138,372,37.2,1017,983
2,15,1.0742356372891737,1,0.1,2,0
3,15,3.3450864008816423,1,0.1,2,1
100,15,91.15265128237294,55,5.5,41,59
200,15,170.48524985180836,115,11.5,97,103
2000,15,1745.203796841289,699,69.9,991,1009
2,16,1.010670652111164,1,0.1,2,0
3,16,3.4270663660470313,1,0.1,1,2
100,16,86.57330657481772,60,6.0,48,52
200,16,166.79294208151796,82,8.2,108,92
2000,16,1759.6831404213594,581,58.1,992,1008
2,17,1.713041322556126,1,0.1,1,1
3,17,1.6537687727675068,1,0.1,3,0
100,17,82.3580752299241,57,5.7,51,49
200,17,168.45396677856246,61,6.1,105,95
2000,17,1744.1974554461183,413,41.3,1018,982
2,18,0.45445289575922565,1,0.1,2,0
3,18,2.6346321615665342,1,0.1,1,2
100,18,80.29197458498933,63,6.3,58,42
200,18,168.00032785572117,99,9.9,99,101
2000,18,1755.7540993213277,421,42.1,1000,1000
2,19,0.7536367629848384,1,0.1,2,0
3,19,1.8735628722295077,1,0.1,3,0
100,19,88.71152541394359,41,4.1,45,55
200,19,166.3942453444282,78,7.8,118,82
2000,19,1755.9842231656942,487,48.7,1004,996
2,20,1.6431569412560123,1,0.1,1,1
3,20,2.3325759737012817,1,0.1,2,1
100,20,84.42308216556305,61,6.1,53,47
200,20,169.6771875722675,109,10.9,100,100
2000,20,1761.8032828609098,457,45.7,956,1044
2,21,2.054661519223589,1,0.1,0,2
3,21,1.197806124449843,1,0.1,3,0
100,21,84.85679296762848,40,4.0,52,48
200,21,170.53194626315258,101,10.1,104,96
2000,21,1747.0543533520188,561,56.1,997,1003
2,22,1.2786242318662744,1,0.1,2,0
3,22,1.7586072890189843,1,0.1,3,0
100,22,78.92765414768581,37,3.7,59,41
200,22,180.6180388194586,70,7.0,90,110
2000,22,1752.39307161303,562,56.2,980,1020
2,23,1.14074599433404,1,0.1,2,0
3,23,2.9543729481641594,1,0.1,1,2
100,23,83.82074944793126,41,4.1,48,52
200,23,176.20621436153831,102,10.2,92,108
2000,23,1740.8508863847335,541,54.1,1008,992
2,24,0.932707774846915,1,0.1,2,0
3,24,2.5095407510844776,1,0.1,2,1
100,24,84.39018631169719,63,6.3,52,48
200,24,171.85546756278032,67,6.7,99,101
2000,24,1744.611485122223,573,57.3,987,1013
2,25,1.847721656869576,1,0.1,1,1
3,25,2.0725553694402112,1,0.1,3,0
100,25,89.05628024828701,43,4.3,44,56
200,25,175.10641567557457,104,10.4,92,108
2000,25,1727.69078764739,564,56.4,998,1002
2,26,1.2695025599360024,1,0.1,1,1
3,26,2.0942244977600257,1,0.1,3,0
100,26,89.39323045547668,52,5.2,48,52
200,26,163.97560055004843,76,7.6,111,89
2000,26,1771.1326982579365,570,57.0,972,1028
2,27,1.008962444361643,1,0.1,2,0
3,27,2.927631341592521,1,0.1,1,2
100,27,85.91367107846993,37,3.7,47,53
200,27,175.34617579081518,107,10.7,95,105
2000,27,1743.229858432781,481,48.1,993,1007
2,28,1.2700070706085094,1,0.1,2,0
3,28,1.861450233666475,1,0.1,3,0
100,28,85.0185325937826,39,3.9,43,57
200,28,173.24186319228508,116,11.6,88,112
2000,28,1747.2599574239,527,52.7,994,1006
2,29,1.0727333670018104,1,0.1,2,0
3,29,2.6225360484842906,1,0.1,1,2
100,29,88.18924550592833,50,5.0,38,62
200,29,169.485110572158,66,6.6,106,94
2000,29,1731.4415688389493,564,56.4,1011,989
2,30,1.0826584035592002,1,0.1,2,0
3,30,2.696993848393897,1,0.1,1,2
100,30,85.1297076853401,60,6.0,50,50
200,30,167.2248449844139,115,11.5,102,98
2000,30,1754.681419391097,544,54.4,996,1004
2,31,2.859509651490967,1,0.1,0,2
3,31,2.205793351755008,1,0.1,2,1
100,31,83.14918988631754,39,3.9,52,48
200,31,166.55700702065127,119,11.9,104,96
2000,31,1746.616250933162,466,46.6,1013,987
2,32,1.8455497853311873,1,0.1,1,1
3,32,3.5470494783679873,1,0.1,0,3
100,32,85.220426319664,56,5.6,47,53
200,32,173.25992667820904,102,10.2,96,104
2000,32,1735.2801473438647,631,63.1,1011,989
2,33,1.3674913232233505,1,0.1,1,1
3,33,2.278329464334571,1,0.1,2,1
100,33,82.55328738729567,63,6.3,56,44
200,33,168.50013304259207,93,9.3,102,98
2000,33,1733.2562035561807,450,45.0,1025,975
2,34,1.9224528696034746,1,0.1,1,1
3,34,3.455393492289832,1,0.1,0,3
100,34,82.97728051659998,60,6.0,50,50
200,34,167.25156931101324,93,9.3,109,91
2000,34,1741.8175308386453,660,66.0,984,1016
2,35,1.3561750810141306,1,0.1,2,0
3,35,2.1501070947597425,1,0.1,2,1
100,35,87.42451681167317,41,4.1,45,55
200,35,170.81283419467914,101,10.1,97,103
2000,35,1775.116687520668,508,50.8,973,1027
2,36,1.3659193054043253,1,0.1,1,1
3,36,1.9215378322686714,1,0.1,2,1
100,36,81.55663865985196,57,5.7,51,49
200,36,175.4043914703705,83,8.3,90,110
2000,36,1780.2180486891864,408,40.8,974,1026
2,37,1.1756328245929826,1,0.1,2,0
3,37,1.814885208475739,1,0.1,2,1
100,37,84.3480992559791,38,3.8,45,55
200,37,169.4781303688115,102,10.2,102,98
2000,37,1729.3028121685609,562,56.2,1010,990
2,38,2.3770912422381296,1,0.1,0,2
3,38,2.475622654370035,1,0.1,1,2
100,38,85.44864219772025,55,5.5,51,49
200,38,162.41883360640074,108,10.8,108,92
2000,38,1755.2134255074316,571,57.1,997,1003
2,39,1.970149309600402,1,0.1,1,1
3,39,3.3203743265161214,1,0.1,0,3
100,39,83.43513144365969,49,4.9,58,42
200,39,165.2841758224707,106,10.6,108,92
2000,39,1777.8885970412712,523,52.3,949,1051
2,40,1.1922214682145067,1,0.1,2,0
3,40,2.788289732116816,1,0.1,1,2
100,40,87.93848309925028,63,6.3,44,56
200,40,171.2739336163523,95,9.5,105,95
2000,40,1751.67792450003,538,53.8,977,1023
2,41,1.3749151299215407,1,0.1,1,1
3,41,1.7656742411905686,1,0.1,2,1
100,41,85.83886553138117,58,5.8,47,53
200,41,170.07912595842907,113,11.3,98,102
2000,41,1752.5677207142087,581,58.1,970,1030
2,42,1.8688475971064522,1,0.1,1,1
3,42,2.6263068452891565,1,0.1,2,1
100,42,84.4566251798205,37,3.7,50,50
200,42,170.66997106657433,125,12.5,97,103
2000,42,1744.8935110737148,527,52.7,1009,991
2,43,1.2968518621321563,1,0.1,2,0
3,43,1.9785663086111638,1,0.1,3,0
100,43,91.34528385742647,51,5.1,42,58
200,43,158.08302272064614,52,5.2,118,82
2000,43,1752.936968228799,513,51.3,996,1004
2,44,1.9805678558863717,1,0.1,0,2
3,44,3.3152422017290393,1,0.1,1,2
100,44,90.35551461747274,47,4.7,43,57
200,44,168.46506913911736,100,10.0,104,96
2000,44,1745.6380549286018,560,56.0,999,1001
2,45,1.5232852888322845,1,0.1,1,1
3,45,3.295391265107394,1,0.1,1,2
100,45,88.08413411947762,43,4.3,48,52
200,45,164.62428410420472,103,10.3,104,96
2000,45,1755.8262365478802,586,58.6,984,1016
2,46,1.1408871911112552,1,0.1,1,1
3,46,2.576319959726659,1,0.1,1,2
100,46,85.44006225788881,60,6.0,48,52
200,46,169.72404228423778,79,7.9,99,101
2000,46,1721.0958383257707,578,57.8,1025,975
