Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.75,1.0,0.09999999999999981,0.25,1.75
3,2.5,1.07,0.10699999999999982,0.5,2.5
100,86.11,39.67,3.966999999999999,13.89,86.11
200,172.31,72.57,7.257000000000001,27.69,172.31
2000,1761.54,387.99,38.798999999999985,238.46,1761.54
10000,8913.28,872.28,87.22800000000005,1086.72,8913.28
20000,17887.78,1108.04,110.80400000000004,2112.22,17887.78
40000,35869.73,1368.23,136.82299999999998,4130.27,35869.73
60000,53844.79,1543.36,154.33599999999993,6155.21,53844.79
80000,71844.98,1656.74,165.67399999999998,8155.02,71844.98
100000,89824.61,1743.52,174.35199999999998,10175.39,89824.61
