Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.75,1.0,0.09999999999999981,0.25,1.75
3,2.61,1.11,0.11099999999999982,0.39,2.61
100,86.32,38.47,3.8470000000000018,13.68,86.32
200,172.96,72.81,7.2810000000000015,27.04,172.96
2000,1761.99,380.11,38.011,238.01,1761.99
10000,8914.24,887.76,88.77600000000002,1085.76,8914.24
20000,17893.89,1107.25,110.72499999999998,2106.11,17893.89
40000,35861.49,1374.15,137.41500000000002,4138.51,35861.49
60000,53836.75,1584.35,158.43499999999997,6163.25,53836.75
80000,71845.62,1630.77,163.07700000000006,8154.38,71845.62
100000,89810.92,1773.55,177.35500000000005,10189.08,89810.92
