Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.78,0.1,0.01,0.22,1.78
3,2.68,0.14,0.013999999999999999,0.32,2.68
100,87.74,14.42,1.4419999999999988,12.26,87.74
200,177.83,25.34,2.5339999999999994,22.17,177.83
2000,1788.24,122.6,12.259999999999998,211.76,1788.24
10000,8949.68,519.95,51.99500000000001,1050.32,8949.68
20000,17900.56,1027.3,102.73,2099.44,17900.56
40000,35789.35,2044.44,204.44399999999993,4210.65,35789.35
60000,53696.32,3023.18,302.31800000000015,6303.68,53696.32
80000,71598.36,4027.52,402.7519999999999,8401.64,71598.36
100000,89504.73,5012.34,501.2339999999999,10495.27,89504.73
