Time Horizon,Iteration,Total Reward,Suboptimal Arms Count,Total Regret,Zeros Count,Ones Count
2,1,1,1,0.1,1,1
3,1,2,1,0.1,1,2
100,1,89,29,2.9,11,89
200,1,178,37,3.7,22,178
2000,1,1780,186,18.6,220,1780
2,2,2,1,0.1,0,2
3,2,3,1,0.1,0,3
100,2,83,34,3.4,17,83
200,2,179,14,1.4,21,179
2000,2,1769,84,8.4,231,1769
2,3,2,1,0.1,0,2
3,3,3,1,0.1,0,3
100,3,90,31,3.1,10,90
200,3,179,48,4.8,21,179
2000,3,1772,53,5.3,228,1772
2,4,2,1,0.1,0,2
3,4,3,1,0.1,0,3
100,4,94,36,3.6,6,94
200,4,174,66,6.6,26,174
2000,4,1783,214,21.4,217,1783
2,5,2,1,0.1,0,2
3,5,2,1,0.1,1,2
100,5,87,44,4.4,13,87
200,5,169,50,5.0,31,169
2000,5,1803,97,9.7,197,1803
2,6,2,1,0.1,0,2
3,6,1,1,0.1,2,1
100,6,81,38,3.8,19,81
200,6,174,25,2.5,26,174
2000,6,1783,125,12.5,217,1783
2,7,2,1,0.1,0,2
3,7,3,1,0.1,0,3
100,7,87,27,2.7,13,87
200,7,181,48,4.8,19,181
2000,7,1770,211,21.1,230,1770
2,8,2,1,0.1,0,2
3,8,3,1,0.1,0,3
100,8,87,2,0.2,13,87
200,8,179,39,3.9,21,179
2000,8,1772,205,20.5,228,1772
2,9,2,1,0.1,0,2
3,9,1,1,0.1,2,1
100,9,83,61,6.1,17,83
200,9,178,73,7.3,22,178
2000,9,1782,109,10.9,218,1782
2,10,1,1,0.1,1,1
3,10,3,1,0.1,0,3
100,10,86,4,0.4,14,86
200,10,182,14,1.4,18,182
2000,10,1770,118,11.8,230,1770
2,11,2,1,0.1,0,2
3,11,2,1,0.1,1,2
100,11,92,20,2.0,8,92
200,11,173,23,2.3,27,173
2000,11,1774,228,22.8,226,1774
2,12,2,1,0.1,0,2
3,12,3,1,0.1,0,3
100,12,87,16,1.6,13,87
200,12,177,82,8.2,23,177
2000,12,1794,93,9.3,206,1794
2,13,1,1,0.1,1,1
3,13,1,2,0.2,2,1
100,13,94,28,2.8,6,94
200,13,178,67,6.7,22,178
2000,13,1788,220,22.0,212,1788
2,14,2,1,0.1,0,2
3,14,3,1,0.1,0,3
100,14,88,34,3.4,12,88
200,14,174,20,2.0,26,174
2000,14,1764,73,7.3,236,1764
2,15,2,1,0.1,0,2
3,15,3,1,0.1,0,3
100,15,85,16,1.6,15,85
200,15,164,90,9.0,36,164
2000,15,1786,106,10.6,214,1786
2,16,1,1,0.1,1,1
3,16,3,1,0.1,0,3
100,16,85,25,2.5,15,85
200,16,174,6,0.6,26,174
2000,16,1799,138,13.8,201,1799
2,17,2,1,0.1,0,2
3,17,3,1,0.1,0,3
100,17,83,20,2.0,17,83
200,17,178,21,2.1,22,178
2000,17,1776,101,10.1,224,1776
2,18,0,1,0.1,2,0
3,18,3,1,0.1,0,3
100,18,86,37,3.7,14,86
200,18,180,66,6.6,20,180
2000,18,1761,163,16.3,239,1761
2,19,2,1,0.1,0,2
3,19,3,1,0.1,0,3
100,19,85,17,1.7,15,85
200,19,186,60,6.0,14,186
2000,19,1779,160,16.0,221,1779
2,20,1,1,0.1,1,1
3,20,3,1,0.1,0,3
100,20,94,3,0.3,6,94
200,20,170,85,8.5,30,170
2000,20,1769,107,10.7,231,1769
2,21,2,1,0.1,0,2
3,21,3,1,0.1,0,3
100,21,75,28,2.8,25,75
200,21,162,42,4.2,38,162
2000,21,1797,75,7.5,203,1797
2,22,2,1,0.1,0,2
3,22,2,1,0.1,1,2
100,22,84,7,0.7,16,84
200,22,177,47,4.7,23,177
2000,22,1815,41,4.1,185,1815
2,23,2,1,0.1,0,2
3,23,3,1,0.1,0,3
100,23,89,13,1.3,11,89
200,23,175,25,2.5,25,175
2000,23,1784,71,7.1,216,1784
2,24,2,1,0.1,0,2
3,24,3,1,0.1,0,3
100,24,89,26,2.6,11,89
200,24,170,45,4.5,30,170
2000,24,1781,103,10.3,219,1781
2,25,0,1,0.1,2,0
3,25,2,2,0.2,1,2
100,25,92,52,5.2,8,92
200,25,176,20,2.0,24,176
2000,25,1762,172,17.2,238,1762
2,26,2,1,0.1,0,2
3,26,3,1,0.1,0,3
100,26,87,26,2.6,13,87
200,26,177,30,3.0,23,177
2000,26,1774,257,25.7,226,1774
2,27,2,1,0.1,0,2
3,27,3,1,0.1,0,3
100,27,90,27,2.7,10,90
200,27,184,43,4.3,16,184
2000,27,1773,92,9.2,227,1773
2,28,1,1,0.1,1,1
3,28,2,2,0.2,1,2
100,28,86,26,2.6,14,86
200,28,162,83,8.3,38,162
2000,28,1808,69,6.9,192,1808
2,29,2,1,0.1,0,2
3,29,3,1,0.1,0,3
100,29,90,6,0.6,10,90
200,29,177,68,6.8,23,177
2000,29,1774,249,24.9,226,1774
2,30,2,1,0.1,0,2
3,30,3,1,0.1,0,3
100,30,86,11,1.1,14,86
200,30,178,71,7.1,22,178
2000,30,1771,163,16.3,229,1771
2,31,2,1,0.1,0,2
3,31,3,1,0.1,0,3
100,31,88,8,0.8,12,88
200,31,174,42,4.2,26,174
2000,31,1778,130,13.0,222,1778
2,32,2,1,0.1,0,2
3,32,2,1,0.1,1,2
100,32,85,23,2.3,15,85
200,32,176,19,1.9,24,176
2000,32,1798,113,11.3,202,1798
2,33,2,1,0.1,0,2
3,33,3,1,0.1,0,3
100,33,85,24,2.4,15,85
200,33,166,21,2.1,34,166
2000,33,1770,250,25.0,230,1770
2,34,2,1,0.1,0,2
3,34,3,1,0.1,0,3
100,34,89,21,2.1,11,89
200,34,163,75,7.5,37,163
2000,34,1781,114,11.4,219,1781
2,35,1,1,0.1,1,1
3,35,3,1,0.1,0,3
100,35,85,23,2.3,15,85
200,35,183,27,2.7,17,183
2000,35,1799,148,14.8,201,1799
2,36,2,1,0.1,0,2
3,36,3,1,0.1,0,3
100,36,89,13,1.3,11,89
200,36,185,4,0.4,15,185
2000,36,1754,208,20.8,246,1754
2,37,2,1,0.1,0,2
3,37,2,2,0.2,1,2
100,37,84,31,3.1,16,84
200,37,173,32,3.2,27,173
